Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
127 5.07294E-21 1.93235E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42666E-24 0.00000E+00 5.10092E-21
128 5.07294E-21 1.93235E-23 6.77265E-24 5.15295E-24 8.86582E-26 2.48237E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
129 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
130 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
131 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
132 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
133 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
134 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
135 5.07294E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
136 5.07293E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
137 5.07293E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48238E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
138 5.07293E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
139 5.07293E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
140 5.07293E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
141 5.07293E-21 1.93235E-23 6.77265E-24 5.15296E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10092E-21
142 5.07293E-21 1.93235E-23 6.77265E-24 5.15297E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10091E-21
143 5.07293E-21 1.93235E-23 6.77265E-24 5.15297E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10091E-21
144 5.07293E-21 1.93235E-23 6.77265E-24 5.15297E-24 8.86582E-26 2.48239E-33 7.00000E-26 2.70877E-30 -3.42665E-24 0.00000E+00 5.10091E-21
