Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total
108 0.00000E+00 4.60670E-22 1.92296E-22 2.23886E-26 1.35281E-33 1.83509E-27 2.79711E-28 6.52990E-22
109 0.00000E+00 4.60670E-22 1.92296E-22 2.23887E-26 1.35295E-33 1.83527E-27 2.79738E-28 6.52990E-22
110 0.00000E+00 4.60670E-22 1.92296E-22 2.23888E-26 1.35308E-33 1.83545E-27 2.79765E-28 6.52990E-22
111 0.00000E+00 4.60670E-22 1.92296E-22 2.23888E-26 1.35320E-33 1.83562E-27 2.79791E-28 6.52990E-22
112 0.00000E+00 4.60670E-22 1.92295E-22 2.23889E-26 1.35334E-33 1.83580E-27 2.79818E-28 6.52990E-22
113 0.00000E+00 4.60670E-22 1.92295E-22 2.23890E-26 1.35347E-33 1.83598E-27 2.79845E-28 6.52989E-22
114 0.00000E+00 4.60669E-22 1.92295E-22 2.23890E-26 1.35360E-33 1.83616E-27 2.79873E-28 6.52989E-22
115 0.00000E+00 4.60669E-22 1.92295E-22 2.23891E-26 1.35374E-33 1.83634E-27 2.79900E-28 6.52989E-22
116 0.00000E+00 4.60669E-22 1.92295E-22 2.23891E-26 1.35387E-33 1.83652E-27 2.79927E-28 6.52989E-22
117 0.00000E+00 4.60669E-22 1.92295E-22 2.23892E-26 1.35401E-33 1.83670E-27 2.79955E-28 6.52989E-22
118 0.00000E+00 4.60669E-22 1.92295E-22 2.23892E-26 1.35414E-33 1.83688E-27 2.79982E-28 6.52989E-22
119 0.00000E+00 4.60669E-22 1.92295E-22 2.23893E-26 1.35427E-33 1.83706E-27 2.80009E-28 6.52989E-22
120 0.00000E+00 4.60669E-22 1.92295E-22 2.23894E-26 1.35441E-33 1.83724E-27 2.80037E-28 6.52989E-22
121 0.00000E+00 4.60669E-22 1.92295E-22 2.23894E-26 1.35453E-33 1.83740E-27 2.80062E-28 6.52989E-22
122 0.00000E+00 4.60669E-22 1.92295E-22 2.23895E-26 1.35467E-33 1.83758E-27 2.80090E-28 6.52989E-22
123 0.00000E+00 4.60669E-22 1.92295E-22 2.23895E-26 1.35480E-33 1.83776E-27 2.80117E-28 6.52988E-22
124 0.00000E+00 4.60669E-22 1.92295E-22 2.23896E-26 1.35493E-33 1.83794E-27 2.80144E-28 6.52988E-22
125 0.00000E+00 4.60669E-22 1.92295E-22 2.23896E-26 1.35507E-33 1.83812E-27 2.80172E-28 6.52988E-22
126 0.00000E+00 4.60669E-22 1.92295E-22 2.23897E-26 1.35520E-33 1.83830E-27 2.80199E-28 6.52988E-22
127 0.00000E+00 4.60669E-22 1.92295E-22 2.23897E-26 1.35533E-33 1.83848E-27 2.80226E-28 6.52988E-22
128 0.00000E+00 4.60669E-22 1.92295E-22 2.23898E-26 1.35547E-33 1.83866E-27 2.80254E-28 6.52988E-22
129 0.00000E+00 4.60669E-22 1.92295E-22 2.23898E-26 1.35560E-33 1.83884E-27 2.80281E-28 6.52988E-22
130 0.00000E+00 4.60669E-22 1.92295E-22 2.23899E-26 1.35574E-33 1.83902E-27 2.80308E-28 6.52988E-22
131 0.00000E+00 4.60669E-22 1.92295E-22 2.23899E-26 1.35587E-33 1.83920E-27 2.80336E-28 6.52988E-22
132 0.00000E+00 4.60669E-22 1.92295E-22 2.23900E-26 1.35599E-33 1.83937E-27 2.80361E-28 6.52988E-22
133 0.00000E+00 4.60668E-22 1.92294E-22 2.23900E-26 1.35613E-33 1.83955E-27 2.80389E-28 6.52987E-22
134 0.00000E+00 4.60668E-22 1.92294E-22 2.23901E-26 1.35626E-33 1.83973E-27 2.80416E-28 6.52987E-22
135 0.00000E+00 4.60668E-22 1.92294E-22 2.23901E-26 1.35640E-33 1.83991E-27 2.80443E-28 6.52987E-22
136 0.00000E+00 4.60668E-22 1.92294E-22 2.23902E-26 1.35653E-33 1.84009E-27 2.80471E-28 6.52987E-22
137 0.00000E+00 4.60668E-22 1.92294E-22 2.23902E-26 1.35666E-33 1.84027E-27 2.80498E-28 6.52987E-22
138 0.00000E+00 4.60668E-22 1.92294E-22 2.23903E-26 1.35680E-33 1.84045E-27 2.80526E-28 6.52987E-22
139 0.00000E+00 4.60668E-22 1.92294E-22 2.23903E-26 1.35693E-33 1.84063E-27 2.80553E-28 6.52987E-22
140 0.00000E+00 4.60668E-22 1.92294E-22 2.23904E-26 1.35707E-33 1.84081E-27 2.80581E-28 6.52987E-22
141 0.00000E+00 4.60668E-22 1.92294E-22 2.23904E-26 1.35720E-33 1.84099E-27 2.80608E-28 6.52987E-22
142 0.00000E+00 4.60668E-22 1.92294E-22 2.23905E-26 1.35733E-33 1.84116E-27 2.80634E-28 6.52987E-22
143 0.00000E+00 4.60668E-22 1.92294E-22 2.23905E-26 1.35746E-33 1.84134E-27 2.80661E-28 6.52986E-22
144 0.00000E+00 4.60668E-22 1.92294E-22 2.23905E-26 1.35760E-33 1.84152E-27 2.80689E-28 6.52986E-22
145 0.00000E+00 4.60668E-22 1.92294E-22 2.23906E-26 1.35773E-33 1.84171E-27 2.80716E-28 6.52986E-22
146 0.00000E+00 4.60668E-22 1.92294E-22 2.23906E-26 1.35786E-33 1.84189E-27 2.80743E-28 6.52986E-22
