Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
69 4.32812E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
70 4.32812E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
71 4.32811E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
72 4.32811E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
73 4.32810E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
74 4.32810E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82183E-33 1.20379E-22 3.93294E-22 7.27070E-17
75 4.32810E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93294E-22 7.27070E-17
76 4.32810E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93294E-22 7.27070E-17
77 4.32809E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93294E-22 7.27070E-17
78 4.32809E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93294E-22 7.27070E-17
79 4.32808E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93294E-22 7.27070E-17
80 4.32808E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93294E-22 7.27070E-17
81 4.32808E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
82 4.32808E-49 6.00802E-19 7.21057E-17 6.09931E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
83 4.32807E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
84 4.32807E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
85 4.32806E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
86 4.32806E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
87 4.32805E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
88 4.32805E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
89 4.32805E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
90 4.32805E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82184E-33 1.20379E-22 3.93295E-22 7.27070E-17
91 4.32804E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82185E-33 1.20379E-22 3.93295E-22 7.27070E-17
92 4.32804E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82185E-33 1.20379E-22 3.93295E-22 7.27070E-17
93 4.32800E-49 6.00802E-19 7.21057E-17 6.09932E-26 5.82185E-33 1.20379E-22 3.93295E-22 7.27070E-17
94 4.32796E-49 6.00802E-19 7.21057E-17 6.09933E-26 5.82186E-33 1.20379E-22 3.93295E-22 7.27070E-17
95 4.32793E-49 6.00802E-19 7.21057E-17 6.09934E-26 5.82186E-33 1.20379E-22 3.93295E-22 7.27070E-17
96 4.32789E-49 6.00802E-19 7.21057E-17 6.09934E-26 5.82187E-33 1.20379E-22 3.93295E-22 7.27070E-17
97 4.32785E-49 6.00802E-19 7.21057E-17 6.09935E-26 5.82188E-33 1.20379E-22 3.93296E-22 7.27070E-17
98 4.32782E-49 6.00802E-19 7.21057E-17 6.09935E-26 5.82188E-33 1.20380E-22 3.93296E-22 7.27070E-17
99 4.32777E-49 6.00802E-19 7.21057E-17 6.09936E-26 5.82189E-33 1.20380E-22 3.93296E-22 7.27070E-17
100 4.32773E-49 6.00802E-19 7.21057E-17 6.09936E-26 5.82189E-33 1.20380E-22 3.93296E-22 7.27070E-17
101 4.32770E-49 6.00802E-19 7.21056E-17 6.09936E-26 5.82190E-33 1.20380E-22 3.93296E-22 7.27070E-17
102 4.32766E-49 6.00802E-19 7.21056E-17 6.09937E-26 5.82191E-33 1.20380E-22 3.93297E-22 7.27070E-17
103 4.32762E-49 6.00802E-19 7.21056E-17 6.09937E-26 5.82191E-33 1.20380E-22 3.93297E-22 7.27070E-17
104 4.32759E-49 6.00802E-19 7.21056E-17 6.09938E-26 5.82192E-33 1.20380E-22 3.93297E-22 7.27070E-17
105 4.32755E-49 6.00802E-19 7.21056E-17 6.09938E-26 5.82192E-33 1.20380E-22 3.93297E-22 7.27070E-17
106 4.32751E-49 6.00802E-19 7.21056E-17 6.09939E-26 5.82193E-33 1.20380E-22 3.93297E-22 7.27070E-17
107 4.32748E-49 6.00802E-19 7.21056E-17 6.09939E-26 5.82194E-33 1.20380E-22 3.93297E-22 7.27070E-17
108 4.32744E-49 6.00802E-19 7.21056E-17 6.09939E-26 5.82194E-33 1.20380E-22 3.93298E-22 7.27070E-17
109 4.32740E-49 6.00802E-19 7.21056E-17 6.09940E-26 5.82195E-33 1.20380E-22 3.93298E-22 7.27069E-17
110 4.32736E-49 6.00802E-19 7.21056E-17 6.09940E-26 5.82195E-33 1.20380E-22 3.93298E-22 7.27069E-17
111 4.32733E-49 6.00802E-19 7.21056E-17 6.09941E-26 5.82196E-33 1.20380E-22 3.93298E-22 7.27069E-17
112 4.32729E-49 6.00802E-19 7.21056E-17 6.09941E-26 5.82197E-33 1.20380E-22 3.93298E-22 7.27069E-17
113 4.32725E-49 6.00802E-19 7.21056E-17 6.09942E-26 5.82197E-33 1.20380E-22 3.93299E-22 7.27069E-17
114 4.32722E-49 6.00802E-19 7.21056E-17 6.09942E-26 5.82198E-33 1.20380E-22 3.93299E-22 7.27069E-17
115 4.32718E-49 6.00802E-19 7.21056E-17 6.09942E-26 5.82198E-33 1.20380E-22 3.93299E-22 7.27069E-17
116 4.32714E-49 6.00802E-19 7.21056E-17 6.09943E-26 5.82199E-33 1.20381E-22 3.93299E-22 7.27069E-17
117 4.32711E-49 6.00802E-19 7.21056E-17 6.09943E-26 5.82200E-33 1.20381E-22 3.93299E-22 7.27069E-17
118 4.32707E-49 6.00802E-19 7.21056E-17 6.09944E-26 5.82200E-33 1.20381E-22 3.93299E-22 7.27069E-17
119 4.32703E-49 6.00802E-19 7.21056E-17 6.09944E-26 5.82201E-33 1.20381E-22 3.93300E-22 7.27069E-17
120 4.32699E-49 6.00802E-19 7.21056E-17 6.09944E-26 5.82201E-33 1.20381E-22 3.93300E-22 7.27069E-17
