Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
74 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38186E-31 1.46034E-28 1.19850E-31 2.34162E-22
75 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38191E-31 1.46039E-28 1.19795E-31 2.34162E-22
76 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38200E-31 1.46048E-28 1.19812E-31 2.34162E-22
77 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38209E-31 1.46059E-28 1.19858E-31 2.34162E-22
78 0.00000E+00 2.15102E-22 1.89378E-23 1.22508E-25 1.38213E-31 1.46063E-28 1.19884E-31 2.34162E-22
79 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38222E-31 1.46072E-28 1.19806E-31 2.34162E-22
80 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38227E-31 1.46077E-28 1.19999E-31 2.34162E-22
81 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38236E-31 1.46087E-28 1.19830E-31 2.34162E-22
82 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38241E-31 1.46092E-28 1.19858E-31 2.34162E-22
83 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38250E-31 1.46101E-28 1.19851E-31 2.34162E-22
84 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38259E-31 1.46111E-28 1.19926E-31 2.34162E-22
85 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38263E-31 1.46116E-28 1.19870E-31 2.34162E-22
86 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38272E-31 1.46125E-28 1.19859E-31 2.34162E-22
87 0.00000E+00 2.15102E-22 1.89378E-23 1.22509E-25 1.38277E-31 1.46130E-28 1.19844E-31 2.34162E-22
88 0.00000E+00 2.15102E-22 1.89378E-23 1.22510E-25 1.38286E-31 1.46139E-28 1.19851E-31 2.34162E-22
89 0.00000E+00 2.15102E-22 1.89378E-23 1.22510E-25 1.38295E-31 1.46150E-28 1.19873E-31 2.34162E-22
90 0.00000E+00 2.15102E-22 1.89378E-23 1.22510E-25 1.38300E-31 1.46154E-28 1.19944E-31 2.34162E-22
91 0.00000E+00 2.15102E-22 1.89378E-23 1.22510E-25 1.38309E-31 1.46164E-28 1.19874E-31 2.34162E-22
92 0.00000E+00 2.15102E-22 1.89378E-23 1.22510E-25 1.38313E-31 1.46168E-28 1.19879E-31 2.34162E-22
93 0.00000E+00 2.15102E-22 1.89378E-23 1.22511E-25 1.38386E-31 1.46245E-28 1.20026E-31 2.34162E-22
94 0.00000E+00 2.15101E-22 1.89378E-23 1.22512E-25 1.38459E-31 1.46322E-28 1.20001E-31 2.34162E-22
95 0.00000E+00 2.15101E-22 1.89378E-23 1.22513E-25 1.38532E-31 1.46399E-28 1.20203E-31 2.34162E-22
96 0.00000E+00 2.15101E-22 1.89377E-23 1.22514E-25 1.38605E-31 1.46476E-28 1.20190E-31 2.34162E-22
97 0.00000E+00 2.15101E-22 1.89377E-23 1.22515E-25 1.38678E-31 1.46553E-28 1.20210E-31 2.34162E-22
98 0.00000E+00 2.15101E-22 1.89377E-23 1.22516E-25 1.38751E-31 1.46630E-28 1.20268E-31 2.34162E-22
99 0.00000E+00 2.15101E-22 1.89377E-23 1.22517E-25 1.38824E-31 1.46708E-28 1.20318E-31 2.34161E-22
100 0.00000E+00 2.15101E-22 1.89377E-23 1.22518E-25 1.38897E-31 1.46785E-28 1.20404E-31 2.34161E-22
101 0.00000E+00 2.15101E-22 1.89377E-23 1.22519E-25 1.38966E-31 1.46857E-28 1.20442E-31 2.34161E-22
102 0.00000E+00 2.15101E-22 1.89377E-23 1.22519E-25 1.39039E-31 1.46935E-28 1.20510E-31 2.34161E-22
103 0.00000E+00 2.15101E-22 1.89377E-23 1.22520E-25 1.39113E-31 1.47013E-28 1.20709E-31 2.34161E-22
104 0.00000E+00 2.15101E-22 1.89377E-23 1.22521E-25 1.39187E-31 1.47090E-28 1.20673E-31 2.34161E-22
105 0.00000E+00 2.15101E-22 1.89377E-23 1.22522E-25 1.39260E-31 1.47168E-28 1.20736E-31 2.34161E-22
106 0.00000E+00 2.15101E-22 1.89377E-23 1.22523E-25 1.39334E-31 1.47245E-28 1.20782E-31 2.34161E-22
107 0.00000E+00 2.15100E-22 1.89376E-23 1.22523E-25 1.39408E-31 1.47324E-28 1.20878E-31 2.34161E-22
108 0.00000E+00 2.15100E-22 1.89376E-23 1.22524E-25 1.39482E-31 1.47401E-28 1.20944E-31 2.34161E-22
109 0.00000E+00 2.15100E-22 1.89376E-23 1.22525E-25 1.39556E-31 1.47479E-28 1.20983E-31 2.34161E-22
110 0.00000E+00 2.15100E-22 1.89376E-23 1.22525E-25 1.39630E-31 1.47557E-28 1.21138E-31 2.34161E-22
111 0.00000E+00 2.15100E-22 1.89376E-23 1.22526E-25 1.39699E-31 1.47631E-28 1.21074E-31 2.34160E-22
112 0.00000E+00 2.15100E-22 1.89376E-23 1.22527E-25 1.39773E-31 1.47709E-28 1.21167E-31 2.34160E-22
113 0.00000E+00 2.15100E-22 1.89376E-23 1.22527E-25 1.39848E-31 1.47788E-28 1.21234E-31 2.34160E-22
114 0.00000E+00 2.15100E-22 1.89376E-23 1.22528E-25 1.39922E-31 1.47866E-28 1.21280E-31 2.34160E-22
115 0.00000E+00 2.15100E-22 1.89376E-23 1.22529E-25 1.39996E-31 1.47945E-28 1.21369E-31 2.34160E-22
116 0.00000E+00 2.15100E-22 1.89376E-23 1.22529E-25 1.40071E-31 1.48023E-28 1.21402E-31 2.34160E-22
117 0.00000E+00 2.15100E-22 1.89375E-23 1.22530E-25 1.40146E-31 1.48102E-28 1.21492E-31 2.34160E-22
118 0.00000E+00 2.15100E-22 1.89375E-23 1.22531E-25 1.40220E-31 1.48181E-28 1.21572E-31 2.34160E-22
119 0.00000E+00 2.15100E-22 1.89375E-23 1.22531E-25 1.40295E-31 1.48260E-28 1.21617E-31 2.34160E-22
120 0.00000E+00 2.15099E-22 1.89375E-23 1.22532E-25 1.40370E-31 1.48338E-28 1.21682E-31 2.34160E-22
121 0.00000E+00 2.15099E-22 1.89375E-23 1.22532E-25 1.40440E-31 1.48413E-28 1.21709E-31 2.34160E-22
122 0.00000E+00 2.15099E-22 1.89375E-23 1.22533E-25 1.40515E-31 1.48492E-28 1.21807E-31 2.34160E-22
123 0.00000E+00 2.15099E-22 1.89375E-23 1.22534E-25 1.40590E-31 1.48571E-28 1.21844E-31 2.34159E-22
124 0.00000E+00 2.15099E-22 1.89375E-23 1.22534E-25 1.40665E-31 1.48650E-28 1.21945E-31 2.34159E-22
125 0.00000E+00 2.15099E-22 1.89375E-23 1.22535E-25 1.40740E-31 1.48730E-28 1.21995E-31 2.34159E-22
126 0.00000E+00 2.15099E-22 1.89375E-23 1.22535E-25 1.40816E-31 1.48809E-28 1.22043E-31 2.34159E-22
