Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
100 1.60139E-22 1.45859E-22 8.22050E-33 3.89097E-23 6.38642E-25 3.56340E-26 7.00000E-26 4.64533E-27 -2.45701E-25 0.00000E+00 3.45411E-22
101 1.60138E-22 1.45859E-22 8.22477E-33 3.89097E-23 6.38642E-25 3.56525E-26 7.00000E-26 4.64775E-27 -2.45701E-25 0.00000E+00 3.45410E-22
102 1.60138E-22 1.45859E-22 8.22932E-33 3.89097E-23 6.38641E-25 3.56723E-26 7.00000E-26 4.65033E-27 -2.45701E-25 0.00000E+00 3.45410E-22
103 1.60138E-22 1.45859E-22 8.23388E-33 3.89096E-23 6.38641E-25 3.56921E-26 7.00000E-26 4.65292E-27 -2.45701E-25 0.00000E+00 3.45410E-22
104 1.60138E-22 1.45859E-22 8.23844E-33 3.89096E-23 6.38641E-25 3.57119E-26 7.00000E-26 4.65551E-27 -2.45701E-25 0.00000E+00 3.45410E-22
105 1.60138E-22 1.45858E-22 8.24301E-33 3.89096E-23 6.38640E-25 3.57317E-26 7.00000E-26 4.65810E-27 -2.45701E-25 0.00000E+00 3.45409E-22
106 1.60138E-22 1.45858E-22 8.24758E-33 3.89095E-23 6.38640E-25 3.57516E-26 7.00000E-26 4.66069E-27 -2.45700E-25 0.00000E+00 3.45409E-22
107 1.60138E-22 1.45858E-22 8.25216E-33 3.89095E-23 6.38639E-25 3.57715E-26 7.00000E-26 4.66329E-27 -2.45700E-25 0.00000E+00 3.45409E-22
108 1.60138E-22 1.45858E-22 8.25674E-33 3.89095E-23 6.38639E-25 3.57914E-26 7.00000E-26 4.66589E-27 -2.45700E-25 0.00000E+00 3.45409E-22
109 1.60137E-22 1.45858E-22 8.26132E-33 3.89094E-23 6.38639E-25 3.58113E-26 7.00000E-26 4.66850E-27 -2.45700E-25 0.00000E+00 3.45408E-22
110 1.60137E-22 1.45858E-22 8.26592E-33 3.89094E-23 6.38638E-25 3.58313E-26 7.00000E-26 4.67110E-27 -2.45700E-25 0.00000E+00 3.45408E-22
111 1.60137E-22 1.45858E-22 8.27023E-33 3.89094E-23 6.38638E-25 3.58500E-26 7.00000E-26 4.67355E-27 -2.45700E-25 0.00000E+00 3.45408E-22
112 1.60137E-22 1.45858E-22 8.27483E-33 3.89093E-23 6.38638E-25 3.58700E-26 7.00000E-26 4.67616E-27 -2.45700E-25 0.00000E+00 3.45408E-22
113 1.60137E-22 1.45858E-22 8.27944E-33 3.89093E-23 6.38637E-25 3.58900E-26 7.00000E-26 4.67878E-27 -2.45700E-25 0.00000E+00 3.45407E-22
